alabama
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Hocking County	$1,392	$1,635	$1,723	$1,921	$1,952
Holmes County	$1,569	$1,843	$1,942	$2,165	$2,200
Huron County	$1,353	$1,589	$1,674	$1,867	$1,897
Jackson County	$1,363	$1,601	$1,687	$1,881	$1,911
Jefferson County	$1,277	$1,499	$1,580	$1,762	$1,790
Knox County	$1,522	$1,788	$1,884	$2,101	$2,135
Lake County	$1,579	$1,854	$1,954	$2,179	$2,214
Lawrence County	$1,354	$1,591	$1,676	$1,869	$1,899
Licking County	$1,723	$2,023	$2,132	$2,377	$2,416
Logan County	$1,423	$1,671	$1,761	$1,964	$1,995
Lorain County	$1,607	$1,888	$1,989	$2,218	$2,254
Lucas County	$1,493	$1,754	$1,848	$2,061	$2,094
Madison County	$1,563	$1,836	$1,935	$2,158	$2,192
Mahoning County	$1,353	$1,589	$1,674	$1,867	$1,897
Marion County	$1,337	$1,571	$1,655	$1,845	$1,875
Medina County	$1,757	$2,063	$2,174	$2,424	$2,463
Meigs County	$1,259	$1,479	$1,558	$1,737	$1,765
Mercer County	$1,389	$1,631	$1,719	$1,917	$1,948
Miami County	$1,498	$1,759	$1,854	$2,067	$2,101
Monroe County	$1,251	$1,469	$1,548	$1,726	$1,754
Montgomery County	$1,496	$1,758	$1,852	$2,065	$2,098
Morgan County	$1,276	$1,498	$1,579	$1,761	$1,789
Morrow County	$1,547	$1,816	$1,914	$2,134	$2,169
Muskingum County	$1,403	$1,648	$1,737	$1,937	$1,968
Noble County	$1,366	$1,604	$1,690	$1,884	$1,915
Ottawa County	$1,509	$1,772	$1,867	$2,082	$2,115
Paulding County	$1,293	$1,518	$1,600	$1,784	$1,813
Perry County	$1,388	$1,630	$1,718	$1,916	$1,946
Pickaway County	$1,694	$1,990	$2,097	$2,338	$2,376
Pike County	$1,387	$1,629	$1,717	$1,914	$1,945
Portage County	$1,624	$1,907	$2,010	$2,241	$2,277
Preble County	$1,398	$1,642	$1,730	$1,929	$1,960
Putnam County	$1,448	$1,701	$1,792	$1,998	$2,030
Richland County	$1,346	$1,581	$1,666	$1,858	$1,888
Ross County	$1,437	$1,688	$1,779	$1,984	$2,016
Sandusky County	$1,330	$1,562	$1,646	$1,835	$1,865
Scioto County	$1,376	$1,616	$1,703	$1,899	$1,929
Seneca County	$1,305	$1,533	$1,615	$1,801	$1,830
Shelby County	$1,476	$1,734	$1,827	$2,037	$2,070
Stark County	$1,429	$1,678	$1,768	$1,971	$2,003
Summit County	$1,547	$1,817	$1,915	$2,135	$2,170
Trumbull County	$1,278	$1,501	$1,582	$1,764	$1,792
Tuscarawas County	$1,396	$1,640	$1,728	$1,927	$1,958
Union County	$1,903	$2,235	$2,355	$2,626	$2,668
Van Wert County	$1,240	$1,457	$1,535	$1,712	$1,739
Vinton County	$1,268	$1,489	$1,569	$1,749	$1,778
Warren County	$1,938	$2,277	$2,399	$2,675	$2,718
Washington County	$1,368	$1,607	$1,693	$1,888	$1,918
Wayne County	$1,481	$1,740	$1,833	$2,044	$2,077
Williams County	$1,304	$1,532	$1,614	$1,800	$1,829
Wood County	$1,674	$1,966	$2,072	$2,310	$2,348
Wyandot County	$1,375	$1,615	$1,702	$1,898	$1,928


oklahoma
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adair County	$1,174	$1,379	$1,453	$1,620	$1,646
Alfalfa County	$1,286	$1,510	$1,591	$1,774	$1,803
Atoka County	$1,420	$1,667	$1,757	$1,959	$1,991
Beaver County	$1,395	$1,639	$1,727	$1,926	$1,957
Beckham County	$1,498	$1,759	$1,854	$2,067	$2,101
Blaine County	$1,353	$1,589	$1,674	$1,867	$1,897
Bryan County	$1,408	$1,653	$1,742	$1,942	$1,974
Caddo County	$1,269	$1,491	$1,571	$1,752	$1,780
Canadian County	$1,736	$2,038	$2,148	$2,395	$2,434
Carter County	$1,475	$1,733	$1,826	$2,036	$2,069
Cherokee County	$1,374	$1,613	$1,700	$1,896	$1,926
Choctaw County	$1,316	$1,546	$1,629	$1,816	$1,846
Cimarron County	$1,251	$1,469	$1,548	$1,726	$1,754
Cleveland County	$1,700	$1,997	$2,104	$2,346	$2,384
Coal County	$1,203	$1,413	$1,489	$1,660	$1,687
Comanche County	$1,450	$1,703	$1,794	$2,000	$2,033
Cotton County	$1,315	$1,545	$1,628	$1,815	$1,845
Craig County	$1,321	$1,552	$1,635	$1,823	$1,852
Creek County	$1,446	$1,698	$1,789	$1,995	$2,027
Custer County	$1,603	$1,883	$1,984	$2,212	$2,248
Delaware County	$1,468	$1,724	$1,817	$2,026	$2,059
Dewey County	$1,353	$1,590	$1,675	$1,868	$1,898
Ellis County	$1,420	$1,667	$1,757	$1,959	$1,991
Garfield County	$1,416	$1,663	$1,752	$1,953	$1,985
Garvin County	$1,368	$1,607	$1,693	$1,888	$1,918
Grady County	$1,610	$1,890	$1,992	$2,221	$2,257
Grant County	$1,256	$1,476	$1,555	$1,734	$1,762
Greer County	$1,455	$1,709	$1,801	$2,008	$2,041
Harmon County	$1,303	$1,531	$1,613	$1,798	$1,828
Harper County	$1,312	$1,541	$1,624	$1,811	$1,840
Haskell County	$1,282	$1,506	$1,587	$1,770	$1,798
Hughes County	$1,246	$1,463	$1,542	$1,719	$1,747
Jackson County	$1,426	$1,675	$1,765	$1,968	$2,000
Jefferson County	$1,210	$1,422	$1,498	$1,670	$1,697
Johnston County	$1,327	$1,558	$1,642	$1,831	$1,860
Kay County	$1,349	$1,585	$1,670	$1,862	$1,892
Kingfisher County	$1,481	$1,740	$1,833	$2,044	$2,077
Kiowa County	$1,269	$1,490	$1,570	$1,751	$1,779
Latimer County	$1,221	$1,434	$1,511	$1,685	$1,712
Le Flore County	$1,262	$1,482	$1,562	$1,742	$1,770
Lincoln County	$1,418	$1,665	$1,755	$1,957	$1,988
Logan County	$1,762	$2,070	$2,181	$2,432	$2,471
Love County	$1,374	$1,613	$1,700	$1,896	$1,926
McClain County	$1,779	$2,090	$2,202	$2,455	$2,495
McCurtain County	$1,269	$1,490	$1,570	$1,751	$1,779
McIntosh County	$1,301	$1,528	$1,610	$1,795	$1,824
Major County	$1,406	$1,651	$1,740	$1,940	$1,971
Marshall County	$1,388	$1,630	$1,718	$1,916	$1,946
Mayes County	$1,442	$1,694	$1,785	$1,990	$2,022
Murray County	$1,336	$1,569	$1,653	$1,843	$1,873
Muskogee County	$1,359	$1,596	$1,682	$1,875	$1,906
Noble County	$1,441	$1,693	$1,784	$1,989	$2,021
Nowata County	$1,397	$1,641	$1,729	$1,928	$1,959
Okfuskee County	$1,231	$1,445	$1,523	$1,698	$1,726
Oklahoma County	$1,666	$1,957	$2,062	$2,299	$2,336
Okmulgee County	$1,336	$1,570	$1,654	$1,844	$1,874
Osage County	$1,498	$1,759	$1,854	$2,067	$2,101
Ottawa County	$1,247	$1,464	$1,543	$1,720	$1,748
Pawnee County	$1,429	$1,679	$1,769	$1,972	$2,004
Payne County	$1,637	$1,923	$2,026	$2,259	$2,295
Pittsburg County	$1,336	$1,569	$1,653	$1,843	$1,873
Pontotoc County	$1,421	$1,669	$1,759	$1,961	$1,993
Pottawatomie County	$1,416	$1,664	$1,753	$1,955	$1,986
Pushmataha County	$1,249	$1,467	$1,546	$1,724	$1,752
Roger Mills County	$1,348	$1,583	$1,668	$1,860	$1,890
Rogers County	$1,614	$1,895	$1,997	$2,227	$2,263
Seminole County	$1,300	$1,527	$1,609	$1,794	$1,823
Sequoyah County	$1,262	$1,482	$1,562	$1,742	$1,770
Stephens County	$1,374	$1,613	$1,700	$1,896	$1,926
Texas County	$1,381	$1,622	$1,709	$1,906	$1,936
Tillman County	$1,224	$1,438	$1,515	$1,689	$1,716
Tulsa County	$1,656	$1,945	$2,050	$2,286	$2,323
Wagoner County	$1,592	$1,870	$1,970	$2,197	$2,232
Washington County	$1,488	$1,748	$1,842	$2,054	$2,087
Washita County	$1,358	$1,595	$1,681	$1,874	$1,905
Woods County	$1,371	$1,610	$1,697	$1,892	$1,923
Woodward County	$1,466	$1,721	$1,814	$2,023	$2,055


oregon
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Baker County	$1,459	$1,714	$1,806	$2,014	$2,046
Benton County	$2,138	$2,511	$2,646	$2,950	$2,998
Clackamas County	$2,419	$2,841	$2,994	$3,338	$3,392
Clatsop County	$1,948	$2,288	$2,411	$2,688	$2,732
Columbia County	$1,896	$2,227	$2,347	$2,617	$2,659
Coos County	$1,672	$1,963	$2,069	$2,307	$2,344
Crook County	$1,840	$2,161	$2,277	$2,539	$2,580
Curry County	$1,840	$2,161	$2,277	$2,539	$2,580
Deschutes County	$2,127	$2,499	$2,633	$2,936	$2,983
Douglas County	$1,609	$1,889	$1,991	$2,220	$2,256
Gilliam County	$1,561	$1,833	$1,932	$2,154	$2,189
Grant County	$1,358	$1,595	$1,681	$1,874	$1,905
Harney County	$1,336	$1,569	$1,653	$1,843	$1,873
Hood River County	$2,219	$2,606	$2,746	$3,062	$3,111
Jackson County	$1,923	$2,259	$2,380	$2,654	$2,697
Jefferson County	$1,720	$2,020	$2,129	$2,374	$2,412
Josephine County	$1,790	$2,102	$2,215	$2,470	$2,510
Klamath County	$1,559	$1,831	$1,929	$2,151	$2,186
Lake County	$1,504	$1,767	$1,862	$2,076	$2,110
Lane County	$1,914	$2,248	$2,369	$2,641	$2,684
Lincoln County	$1,752	$2,057	$2,168	$2,417	$2,456
Linn County	$1,789	$2,101	$2,214	$2,469	$2,508
Malheur County	$1,476	$1,734	$1,827	$2,037	$2,070
Marion County	$1,920	$2,255	$2,376	$2,649	$2,692
Morrow County	$1,512	$1,776	$1,871	$2,086	$2,120
Multnomah County	$2,358	$2,769	$2,918	$3,254	$3,306
Polk County	$1,988	$2,335	$2,460	$2,743	$2,787
Sherman County	$1,421	$1,669	$1,759	$1,961	$1,993
Tillamook County	$1,836	$2,156	$2,272	$2,533	$2,574
Umatilla County	$1,647	$1,934	$2,038	$2,272	$2,309
Union County	$1,588	$1,865	$1,965	$2,191	$2,226
Wallowa County	$1,659	$1,948	$2,053	$2,289	$2,326
Wasco County	$1,783	$2,094	$2,207	$2,461	$2,501
Washington County	$2,374	$2,788	$2,938	$3,276	$3,329
Wheeler County	$1,378	$1,619	$1,706	$1,902	$1,933
Yamhill County	$2,040	$2,396	$2,525	$2,815	$2,861


pennsylvania
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adams County	$1,816	$2,133	$2,248	$2,507	$2,547
Allegheny County	$1,709	$2,007	$2,115	$2,358	$2,396
Armstrong County	$1,389	$1,631	$1,719	$1,917	$1,948
Beaver County	$1,522	$1,788	$1,884	$2,101	$2,135
Bedford County	$1,453	$1,706	$1,798	$2,005	$2,037
Berks County	$1,833	$2,153	$2,269	$2,530	$2,571
Blair County	$1,379	$1,620	$1,707	$1,903	$1,934
Bradford County	$1,481	$1,740	$1,833	$2,044	$2,077
Bucks County	$2,430	$2,854	$3,007	$3,353	$3,407
Butler County	$1,882	$2,210	$2,329	$2,597	$2,639
Cambria County	$1,338	$1,572	$1,656	$1,846	$1,876
Cameron County	$1,256	$1,475	$1,554	$1,733	$1,761
Carbon County	$1,590	$1,868	$1,968	$2,194	$2,230
Centre County	$1,911	$2,244	$2,365	$2,637	$2,680
Chester County	$2,598	$3,051	$3,215	$3,585	$3,643
Clarion County	$1,352	$1,588	$1,673	$1,865	$1,896
Clearfield County	$1,325	$1,556	$1,640	$1,829	$1,858
Clinton County	$1,438	$1,689	$1,780	$1,985	$2,017
Columbia County	$1,551	$1,822	$1,920	$2,141	$2,175
Crawford County	$1,370	$1,610	$1,696	$1,891	$1,922
Cumberland County	$1,812	$2,129	$2,243	$2,501	$2,541
Dauphin County	$1,711	$2,009	$2,117	$2,360	$2,399
Delaware County	$2,202	$2,586	$2,725	$3,038	$3,087
Elk County	$1,299	$1,526	$1,608	$1,793	$1,822
Erie County	$1,513	$1,777	$1,872	$2,087	$2,121
Fayette County	$1,400	$1,645	$1,733	$1,932	$1,963
Forest County	$1,199	$1,408	$1,484	$1,655	$1,681
Franklin County	$1,694	$1,989	$2,096	$2,337	$2,375
Fulton County	$1,557	$1,829	$1,927	$2,149	$2,183
Greene County	$1,389	$1,631	$1,719	$1,917	$1,948
Huntingdon County	$1,444	$1,696	$1,787	$1,993	$2,025
Indiana County	$1,408	$1,653	$1,742	$1,942	$1,974
Jefferson County	$1,277	$1,499	$1,580	$1,762	$1,790
Juniata County	$1,458	$1,712	$1,804	$2,011	$2,044
Lackawanna County	$1,623	$1,907	$2,009	$2,240	$2,276
Lancaster County	$1,834	$2,154	$2,270	$2,531	$2,572
Lawrence County	$1,401	$1,646	$1,734	$1,933	$1,965
Lebanon County	$1,665	$1,956	$2,061	$2,298	$2,335
Lehigh County	$1,894	$2,224	$2,344	$2,614	$2,656
Luzerne County	$1,530	$1,796	$1,893	$2,111	$2,145
Lycoming County	$1,576	$1,851	$1,951	$2,175	$2,210
McKean County	$1,227	$1,441	$1,518	$1,693	$1,720
Mercer County	$1,367	$1,606	$1,692	$1,887	$1,917
Mifflin County	$1,351	$1,587	$1,672	$1,864	$1,894
Monroe County	$1,872	$2,199	$2,317	$2,583	$2,625
Montgomery County	$2,415	$2,837	$2,989	$3,333	$3,387
Montour County	$1,681	$1,975	$2,081	$2,320	$2,358
Northampton County	$1,968	$2,312	$2,436	$2,716	$2,760
Northumberland County	$1,425	$1,673	$1,763	$1,966	$1,997
Perry County	$1,673	$1,965	$2,071	$2,309	$2,346
Philadelphia County	$1,677	$1,969	$2,075	$2,314	$2,351
Pike County	$1,757	$2,064	$2,175	$2,425	$2,464
Potter County	$1,370	$1,610	$1,696	$1,891	$1,922
Schuylkill County	$1,473	$1,730	$1,823	$2,033	$2,065
Snyder County	$1,515	$1,779	$1,875	$2,091	$2,124
Somerset County	$1,372	$1,611	$1,698	$1,893	$1,924
Sullivan County	$1,491	$1,751	$1,845	$2,057	$2,090
Susquehanna County	$1,557	$1,829	$1,927	$2,149	$2,183
Tioga County	$1,513	$1,777	$1,872	$2,087	$2,121
Union County	$1,630	$1,914	$2,017	$2,249	$2,285
Venango County	$1,318	$1,548	$1,631	$1,819	$1,848
Warren County	$1,311	$1,539	$1,622	$1,809	$1,838
Washington County	$1,677	$1,970	$2,076	$2,315	$2,352
Wayne County	$1,678	$1,971	$2,077	$2,316	$2,353
Westmoreland County	$1,543	$1,813	$1,910	$2,130	$2,164
Wyoming County	$1,608	$1,889	$1,990	$2,219	$2,255
York County	$1,807	$2,123	$2,237	$2,494	$2,535


puerto-rico
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adjuntas Municipio	$963	$1,131	$1,192	$1,329	$1,351
Aguada Municipio	$1,071	$1,258	$1,326	$1,478	$1,502
Aguadilla Municipio	$1,056	$1,240	$1,307	$1,457	$1,481
Aguas Buenas Municipio	$1,099	$1,291	$1,360	$1,516	$1,541
Aibonito Municipio	$1,020	$1,198	$1,262	$1,407	$1,430
Añasco Municipio	$1,051	$1,235	$1,301	$1,451	$1,474
Arecibo Municipio	$975	$1,145	$1,207	$1,346	$1,368
Arroyo Municipio	$880	$1,033	$1,089	$1,214	$1,234
Barceloneta Municipio	$1,039	$1,220	$1,286	$1,434	$1,457
Barranquitas Municipio	$979	$1,150	$1,212	$1,351	$1,373
Bayamón Municipio	$1,155	$1,356	$1,429	$1,593	$1,619
Cabo Rojo Municipio	$978	$1,149	$1,211	$1,350	$1,372
Caguas Municipio	$1,163	$1,366	$1,439	$1,604	$1,630
Camuy Municipio	$1,012	$1,188	$1,252	$1,396	$1,419
Canóvanas Municipio	$1,164	$1,367	$1,440	$1,606	$1,632
Carolina Municipio	$1,242	$1,459	$1,537	$1,714	$1,741
Cataño Municipio	$1,217	$1,429	$1,506	$1,679	$1,706
Cayey Municipio	$1,113	$1,307	$1,377	$1,535	$1,560
Ceiba Municipio	$914	$1,073	$1,131	$1,261	$1,281
Ciales Municipio	$894	$1,050	$1,106	$1,233	$1,253
Cidra Municipio	$1,114	$1,309	$1,379	$1,538	$1,562
Coamo Municipio	$1,004	$1,179	$1,242	$1,385	$1,407
Comerío Municipio	$979	$1,150	$1,212	$1,351	$1,373
Corozal Municipio	$1,040	$1,221	$1,287	$1,435	$1,458
Culebra Municipio	$1,392	$1,635	$1,723	$1,921	$1,952
Dorado Municipio	$1,425	$1,674	$1,764	$1,967	$1,999
Fajardo Municipio	$991	$1,164	$1,227	$1,368	$1,390
Florida Municipio	$930	$1,092	$1,151	$1,283	$1,304
Guánica Municipio	$956	$1,123	$1,183	$1,319	$1,340
Guayama Municipio	$943	$1,107	$1,167	$1,301	$1,322
Guayanilla Municipio	$1,024	$1,202	$1,267	$1,413	$1,436
Guaynabo Municipio	$1,564	$1,837	$1,936	$2,159	$2,193
Gurabo Municipio	$1,294	$1,520	$1,602	$1,786	$1,815
Hatillo Municipio	$1,066	$1,252	$1,319	$1,471	$1,494
Hormigueros Municipio	$932	$1,094	$1,153	$1,286	$1,306
Humacao Municipio	$1,053	$1,237	$1,303	$1,453	$1,476
Isabela Municipio	$999	$1,174	$1,237	$1,379	$1,402
Jayuya Municipio	$970	$1,140	$1,201	$1,339	$1,361
Juana Díaz Municipio	$1,037	$1,218	$1,283	$1,431	$1,454
Juncos Municipio	$1,047	$1,230	$1,296	$1,445	$1,468
Lajas Municipio	$885	$1,039	$1,095	$1,221	$1,241
Lares Municipio	$892	$1,048	$1,104	$1,231	$1,251
Las Marías Municipio	$919	$1,079	$1,137	$1,268	$1,288
Las Piedras Municipio	$1,064	$1,250	$1,317	$1,468	$1,492
Loíza Municipio	$1,008	$1,183	$1,247	$1,390	$1,413
Luquillo Municipio	$1,041	$1,222	$1,288	$1,436	$1,459
Manatí Municipio	$1,061	$1,246	$1,313	$1,464	$1,488
Maricao Municipio	$820	$963	$1,015	$1,132	$1,150
Maunabo Municipio	$974	$1,144	$1,205	$1,344	$1,365
Mayagüez Municipio	$1,022	$1,200	$1,265	$1,410	$1,433
Moca Municipio	$1,021	$1,200	$1,264	$1,409	$1,432
Morovis Municipio	$995	$1,169	$1,232	$1,374	$1,396
Naguabo Municipio	$900	$1,057	$1,114	$1,242	$1,262
Naranjito Municipio	$975	$1,145	$1,207	$1,346	$1,368
Orocovis Municipio	$930	$1,092	$1,151	$1,283	$1,304
Patillas Municipio	$934	$1,097	$1,156	$1,289	$1,310
Peñuelas Municipio	$979	$1,150	$1,212	$1,351	$1,373
Ponce Municipio	$1,045	$1,227	$1,293	$1,442	$1,465
Quebradillas Municipio	$963	$1,131	$1,192	$1,329	$1,351
Rincón Municipio	$1,081	$1,270	$1,338	$1,492	$1,516
Río Grande Municipio	$1,130	$1,328	$1,399	$1,560	$1,585
Sabana Grande Municipio	$946	$1,111	$1,171	$1,306	$1,327
Salinas Municipio	$978	$1,149	$1,211	$1,350	$1,372
San Germán Municipio	$992	$1,165	$1,228	$1,369	$1,391
San Juan Municipio	$1,315	$1,545	$1,628	$1,815	$1,845
San Lorenzo Municipio	$1,123	$1,319	$1,390	$1,550	$1,575
San Sebastián Municipio	$944	$1,108	$1,168	$1,302	$1,323
Santa Isabel Municipio	$1,063	$1,249	$1,316	$1,467	$1,491
Toa Alta Municipio	$1,298	$1,525	$1,607	$1,792	$1,821
Toa Baja Municipio	$1,127	$1,324	$1,395	$1,555	$1,581
Trujillo Alto Municipio	$1,248	$1,466	$1,545	$1,723	$1,750
Utuado Municipio	$938	$1,102	$1,161	$1,295	$1,315
Vega Alta Municipio	$1,140	$1,339	$1,411	$1,573	$1,599
Vega Baja Municipio	$1,085	$1,275	$1,343	$1,497	$1,522
Vieques Municipio	$1,364	$1,602	$1,688	$1,882	$1,913
Villalba Municipio	$984	$1,156	$1,218	$1,358	$1,380
Yabucoa Municipio	$931	$1,093	$1,152	$1,284	$1,305
Yauco Municipio	$983	$1,154	$1,216	$1,356	$1,378


rhode-island
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Bristol County	$2,519	$2,958	$3,117	$3,475	$3,532
Kent County	$2,154	$2,530	$2,666	$2,973	$3,021
Newport County	$2,583	$3,034	$3,197	$3,565	$3,622
Providence County	$2,081	$2,444	$2,575	$2,871	$2,917
Washington County	$2,293	$2,693	$2,838	$3,164	$3,215


south-carolina
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Abbeville County	$1,340	$1,573	$1,658	$1,849	$1,879
Aiken County	$1,429	$1,679	$1,769	$1,972	$2,004
Allendale County	$1,248	$1,465	$1,544	$1,722	$1,749
Anderson County	$1,415	$1,662	$1,751	$1,952	$1,984
Bamberg County	$1,350	$1,586	$1,671	$1,863	$1,893
Barnwell County	$1,395	$1,639	$1,727	$1,926	$1,957
Beaufort County	$1,949	$2,289	$2,412	$2,689	$2,733
Berkeley County	$1,681	$1,974	$2,080	$2,319	$2,357
Calhoun County	$1,440	$1,691	$1,782	$1,987	$2,019
Charleston County	$2,103	$2,470	$2,603	$2,902	$2,949
Cherokee County	$1,257	$1,477	$1,556	$1,735	$1,763
Chester County	$1,272	$1,494	$1,574	$1,755	$1,783
Chesterfield County	$1,258	$1,478	$1,557	$1,736	$1,764
Clarendon County	$1,324	$1,554	$1,638	$1,826	$1,856
Colleton County	$1,407	$1,652	$1,741	$1,941	$1,973
Darlington County	$1,324	$1,555	$1,639	$1,827	$1,857
Dillon County	$1,326	$1,557	$1,641	$1,830	$1,859
Dorchester County	$1,787	$2,099	$2,212	$2,466	$2,506
Edgefield County	$1,375	$1,615	$1,702	$1,898	$1,928
Fairfield County	$1,433	$1,684	$1,774	$1,978	$2,010
Florence County	$1,441	$1,693	$1,784	$1,989	$2,021
Georgetown County	$1,603	$1,883	$1,984	$2,212	$2,248
Greenville County	$1,605	$1,886	$1,987	$2,216	$2,251
Greenwood County	$1,344	$1,578	$1,663	$1,854	$1,884
Hampton County	$1,316	$1,546	$1,629	$1,816	$1,846
Horry County	$1,515	$1,779	$1,875	$2,091	$2,124
Jasper County	$1,582	$1,858	$1,958	$2,183	$2,218
Kershaw County	$1,493	$1,754	$1,848	$2,061	$2,094
Lancaster County	$1,687	$1,982	$2,088	$2,328	$2,366
Laurens County	$1,323	$1,554	$1,637	$1,825	$1,855
Lee County	$1,206	$1,416	$1,492	$1,664	$1,690
Lexington County	$1,502	$1,764	$1,859	$2,073	$2,106
McCormick County	$1,352	$1,588	$1,673	$1,865	$1,896
Marion County	$1,241	$1,458	$1,536	$1,713	$1,740
Marlboro County	$1,186	$1,393	$1,468	$1,637	$1,663
Newberry County	$1,345	$1,579	$1,664	$1,855	$1,885
Oconee County	$1,423	$1,671	$1,761	$1,964	$1,995
Orangeburg County	$1,401	$1,646	$1,734	$1,933	$1,965
Pickens County	$1,462	$1,718	$1,810	$2,018	$2,051
Richland County	$1,602	$1,882	$1,983	$2,211	$2,247
Saluda County	$1,452	$1,705	$1,797	$2,004	$2,036
Spartanburg County	$1,461	$1,716	$1,808	$2,016	$2,048
Sumter County	$1,370	$1,610	$1,696	$1,891	$1,922
Union County	$1,213	$1,424	$1,501	$1,674	$1,701
Williamsburg County	$1,271	$1,493	$1,573	$1,754	$1,782
York County	$1,728	$2,030	$2,139	$2,385	$2,423


south-dakota
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Aurora County	$1,523	$1,789	$1,885	$2,102	$2,136
Beadle County	$1,537	$1,805	$1,902	$2,121	$2,155
Bennett County	$1,273	$1,495	$1,575	$1,756	$1,784
Bon Homme County	$1,406	$1,651	$1,740	$1,940	$1,971
Brookings County	$1,684	$1,978	$2,084	$2,324	$2,361
Brown County	$1,597	$1,876	$1,977	$2,204	$2,240
Brule County	$1,472	$1,729	$1,822	$2,032	$2,064
Buffalo County	$1,438	$1,689	$1,780	$1,985	$2,017
Butte County	$1,621	$1,904	$2,006	$2,237	$2,273
Campbell County	$1,378	$1,619	$1,706	$1,902	$1,933
Charles Mix County	$1,649	$1,937	$2,041	$2,276	$2,312
Clark County	$1,498	$1,759	$1,854	$2,067	$2,101
Clay County	$1,668	$1,959	$2,064	$2,301	$2,339
Codington County	$1,546	$1,815	$1,913	$2,133	$2,167
Corson County	$1,255	$1,474	$1,553	$1,732	$1,760
Custer County	$1,845	$2,167	$2,283	$2,546	$2,587
Davison County	$1,439	$1,690	$1,781	$1,986	$2,018
Day County	$1,412	$1,658	$1,747	$1,948	$1,979
Deuel County	$1,451	$1,704	$1,796	$2,003	$2,035
Dewey County	$1,299	$1,526	$1,608	$1,793	$1,822
Douglas County	$1,454	$1,707	$1,799	$2,006	$2,038
Edmunds County	$1,506	$1,769	$1,864	$2,078	$2,112
Fall River County	$1,453	$1,706	$1,798	$2,005	$2,037
Faulk County	$1,377	$1,617	$1,704	$1,900	$1,931
Grant County	$1,438	$1,689	$1,780	$1,985	$2,017
Gregory County	$1,366	$1,604	$1,690	$1,884	$1,915
Haakon County	$1,338	$1,572	$1,656	$1,846	$1,876
Hamlin County	$1,529	$1,796	$1,892	$2,110	$2,144
Hand County	$1,496	$1,757	$1,851	$2,064	$2,097
Hanson County	$1,532	$1,799	$1,896	$2,114	$2,148
Harding County	$1,373	$1,612	$1,699	$1,894	$1,925
Hughes County	$1,642	$1,928	$2,032	$2,266	$2,302
Hutchinson County	$1,398	$1,642	$1,730	$1,929	$1,960
Hyde County	$1,406	$1,651	$1,740	$1,940	$1,971
Jackson County	$1,235	$1,450	$1,528	$1,704	$1,731
Jerauld County	$1,471	$1,727	$1,820	$2,029	$2,062
Jones County	$1,351	$1,587	$1,672	$1,864	$1,894
Kingsbury County	$1,527	$1,794	$1,890	$2,107	$2,141
Lake County	$1,660	$1,949	$2,054	$2,290	$2,327
Lawrence County	$1,733	$2,036	$2,145	$2,392	$2,430
Lincoln County	$1,857	$2,181	$2,298	$2,562	$2,604
Lyman County	$1,534	$1,802	$1,899	$2,117	$2,152
McCook County	$1,640	$1,926	$2,030	$2,263	$2,300
McPherson County	$1,339	$1,572	$1,657	$1,848	$1,877
Marshall County	$1,407	$1,652	$1,741	$1,941	$1,973
Meade County	$1,761	$2,069	$2,180	$2,431	$2,470
Mellette County	$1,369	$1,608	$1,694	$1,889	$1,919
Miner County	$1,346	$1,581	$1,666	$1,858	$1,888
Minnehaha County	$1,717	$2,017	$2,125	$2,369	$2,408
Moody County	$1,646	$1,933	$2,037	$2,271	$2,308
Oglala Lakota County	$1,153	$1,354	$1,427	$1,591	$1,617
